Team,Date,Opponent,FIFA Rank at Time,Result (W/L/D),Shots,On Target,Goals,Opp. Shots,Opp. On Target,Opp. Goals
Haiti,07/06/2025,Aruba,189,W,24,10,5,7,3,0
Haiti,18/11/2024,Puerto Rico,156,W,16,8,3,5,0,0
Haiti,15/11/2024,Sint Maarten,,W,25,12,8,8,1,0
Haiti,14/10/2024,Aruba,189,W,17,8,5,6,3,3
Haiti,11/10/2024,Aruba,189,W,17,5,3,2,1,1
Haiti,09/09/2024,Sint Maarten,,W,20,9,6,12,2,0
Haiti,06/09/2024,Puerto Rico,156,W,21,8,4,11,5,1
Haiti,09/06/2024,Barbados,179,W,22,5,3,6,3,1
Iran,31/03/2026,Costa Rica,51,W,9,7,5,5,2,0
Iran,18/11/2025,Uzbekistan,50,D,10,2,0,6,1,0
Iran,10/10/2025,Russia,36,L,8,2,1,14,5,2
Iran,10/06/2025,North Korea,118,W,25,8,3,8,1,0
Iran,05/06/2025,Qatar,55,L,6,3,0,6,3,1
Iran,25/03/2025,Uzbekistan,50,D,20,8,2,13,4,2
Iran,20/03/2025,United Arab Emirates,68,W,15,8,2,6,1,0
Iran,19/11/2024,Kyrgyzstan,107,W,14,5,3,8,3,2
Iran,14/11/2024,North Korea,118,W,19,13,3,17,4,2
Iran,15/10/2024,Qatar,55,W,18,8,4,11,1,1
Iran,10/10/2024,Uzbekistan,50,D,10,5,0,10,1,0
Iran,10/09/2024,United Arab Emirates,68,W,12,3,1,12,2,0
Iran,05/09/2024,Kyrgyzstan,107,W,20,3,1,7,6,0
Iraq,01/04/2026,Bolivia,76,W,6,3,2,15,6,1
Iraq,12/12/2025,Jordan,63,L,21,3,0,6,4,1
Iraq,10/12/2025,Algeria,28,L,5,1,0,14,5,2
Iraq,07/12/2025,Sudan,117,W,10,4,2,12,1,0
Iraq,03/12/2025,Bahrain,91,W,10,5,2,11,1,1
Iraq,19/11/2025,United Arab Emirates,68,W,10,2,2,13,4,1
Iraq,14/11/2025,United Arab Emirates,68,D,10,5,1,19,4,1
Iraq,15/10/2025,Saudi Arabia,61,D,4,1,0,15,4,0
Iraq,12/10/2025,Indonesia,122,W,7,2,1,9,1,0
Iraq,11/06/2025,Jordan,63,W,7,4,1,9,0,0
Iraq,06/06/2025,South Korea,25,L,5,2,0,13,7,2
Iraq,26/03/2025,Palestine,95,L,13,3,1,15,5,2
Iraq,21/03/2025,Kuwait,134,D,18,7,2,4,2,2
Iraq,28/12/2024,Saudi Arabia,61,L,13,3,1,9,5,3
Iraq,26/12/2024,Bahrain,91,L,11,3,0,7,4,2
Iraq,22/12/2024,Yemen,149,W,19,4,1,5,0,0
Iraq,20/11/2024,Oman,79,W,5,3,1,9,3,0
Iraq,15/11/2024,Jordan,63,D,10,2,0,9,4,0
Iraq,15/10/2024,South Korea,25,L,8,2,2,7,3,3
Ivory Coast,31/03/2026,Scotland,43,W,12,3,1,14,4,0
Ivory Coast,28/03/2026,South Korea,25,W,13,8,4,12,2,0
Ivory Coast,10/01/2026,Egypt,29,L,13,4,2,6,4,3
Ivory Coast,06/01/2026,Burkina Faso,62,W,21,4,3,8,2,0
Ivory Coast,31/12/2025,Gabon,87,W,21,5,3,9,3,2
Ivory Coast,28/12/2025,Cameroon,45,D,13,2,1,12,2,1
Ivory Coast,24/12/2025,Mozambique,101,W,15,5,1,5,2,0
Ivory Coast,14/10/2025,Kenya,111,W,14,8,3,1,0,0
Ivory Coast,10/10/2025,Seychelles,204,W,30,17,7,4,1,0
Ivory Coast,09/09/2025,Gabon,87,D,8,3,0,6,3,0
Ivory Coast,05/09/2025,Burundi,142,W,14,5,1,1,0,0
Ivory Coast,10/06/2025,Canada,30,D,10,1,0,8,0,0
Ivory Coast,07/06/2025,New Zealand,85,L,13,4,0,2,1,1
Ivory Coast,24/03/2025,Gambia,116,W,5,3,1,8,3,0
Ivory Coast,21/03/2025,Burundi,142,W,9,3,1,3,0,0
Ivory Coast,19/11/2024,Chad,183,W,21,11,4,4,0,0
Japan,31/03/2026,England,4,W,7,2,1,19,4,0
Japan,28/03/2026,Scotland,43,W,18,7,1,8,3,0
Japan,18/11/2025,Bolivia,76,W,10,6,3,13,0,0
Japan,14/11/2025,Ghana,74,W,14,5,2,7,2,0
Japan,14/10/2025,Brazil,6,W,15,6,3,8,4,2
Japan,10/10/2025,Paraguay,40,D,11,6,2,7,2,2
Japan,15/07/2025,South Korea,25,W,4,1,1,9,1,0
Japan,12/07/2025,China,94,W,17,7,2,7,3,0
Japan,08/07/2025,Hong Kong,155,W,25,16,6,9,3,1
Japan,10/06/2025,Indonesia,122,W,22,10,6,0,0,0
Japan,05/06/2025,Australia,27,L,13,1,0,6,3,1
Japan,25/03/2025,Saudi Arabia,61,D,12,2,0,1,0,0
Japan,20/03/2025,Bahrain,91,W,12,4,2,7,2,0
Japan,19/11/2024,China,94,W,11,5,3,8,3,1
Japan,15/11/2024,Indonesia,122,W,15,9,4,7,2,0
Japan,15/10/2024,Australia,27,D,13,3,1,6,0,1
Japan,10/10/2024,Saudi Arabia,61,W,7,3,2,9,2,0
Japan,10/09/2024,Bahrain,91,W,15,9,5,3,1,0
Japan,05/09/2024,China,94,W,15,8,7,0,0,0
Japan,11/06/2024,Syria,84,W,20,12,5,7,0,0
Jordan,31/03/2026,Nigeria,26,D,8,4,2,8,4,2
Jordan,27/03/2026,Costa Rica,51,D,6,3,2,4,3,2
Jordan,18/12/2025,Morocco,8,L,9,4,2,15,5,3
Jordan,15/12/2025,Saudi Arabia,61,W,6,5,1,8,1,0
Jordan,12/12/2025,Iraq,57,W,6,4,1,21,3,0
Jordan,09/12/2025,Egypt,29,W,16,6,3,20,7,0
Jordan,06/12/2025,Kuwait,134,W,22,6,3,3,2,1
Jordan,03/12/2025,United Arab Emirates,68,W,11,6,2,8,2,1
Jordan,14/10/2025,Albania,64,L,14,6,2,12,5,4
Jordan,04/09/2025,Russia,36,D,16,6,0,13,3,0
Jordan,10/06/2025,Iraq,57,L,9,0,0,7,4,1
Jordan,05/06/2025,Oman,79,W,9,4,3,10,2,0
Jordan,25/03/2025,South Korea,25,D,11,3,1,12,3,1
Jordan,20/03/2025,Palestine,95,W,10,5,3,11,3,1
Mexico,31/03/2026,Belgium,8,D,10,3,1,5,2,1
Mexico,28/03/2026,Portugal,5,D,7,1,0,10,2,0
Mexico,25/02/2026,Iceland,74,W,24,11,4,4,2,0
Mexico,25/01/2026,Bolivia,76,W,3,2,1,13,4,0
Mexico,22/01/2026,Panama,36,W,9,3,1,4,1,0
Mexico,18/11/2025,Paraguay,37,L,9,3,1,14,7,2
Mexico,15/11/2025,Uruguay,15,D,10,3,0,3,2,0
Mexico,14/10/2025,Ecuador,24,D,13,4,1,7,5,1
Mexico,11/10/2025,Colombia,13,L,10,2,0,7,4,4
Mexico,09/09/2025,South Korea,23,D,17,6,2,8,3,2
Mexico,06/09/2025,Japan,18,D,8,1,0,9,2,0
Mexico,06/07/2025,USA,16,W,16,8,2,6,3,1
Mexico,02/07/2025,Honduras,75,W,10,4,1,6,1,0
Mexico,28/06/2025,Saudi Arabia,59,W,14,5,2,1,0,0
Mexico,22/06/2025,Costa Rica,54,D,13,4,0,6,0,0
Mexico,18/06/2025,Suriname,136,W,16,6,2,5,2,0
Mexico,14/06/2025,Dominican Republic,140,W,15,9,3,12,5,2
Mexico,10/06/2025,Turkey,26,W,6,3,1,17,1,0
Mexico,07/06/2025,Switzerland,20,L,10,5,2,15,6,4
Mexico,23/03/2025,Panama,36,W,15,5,2,8,4,1
Morocco,31/03/2026,Paraguay,39,W,6,4,2,11,7,1
Morocco,27/03/2026,Ecuador,23,D,12,3,1,8,2,1
Morocco,18/01/2026,Senegal,14,L,21,4,0,14,7,1
Morocco,14/01/2026,Nigeria,26,D,16,5,0,2,1,0
Morocco,09/01/2026,Cameroon,45,W,9,3,2,5,0,0
Morocco,04/01/2026,Tanzania,108,W,12,4,1,4,1,0
Morocco,29/12/2025,Zambia,85,W,19,9,3,5,0,0
Morocco,26/12/2025,Mali,54,D,15,4,1,5,1,1
Morocco,21/12/2025,Comoros,105,W,16,7,2,4,2,0
Morocco,18/12/2025,Jordan,60,W,15,5,3,9,4,2
Morocco,15/12/2025,United Arab Emirates,67,W,10,7,3,12,2,0
Morocco,11/12/2025,Syria,84,W,21,8,1,6,1,0
Morocco,08/12/2025,Saudi Arabia,58,W,9,0,1,3,2,0
Morocco,05/12/2025,Oman,79,D,6,1,0,6,0,0
Morocco,02/12/2025,Comoros,105,W,13,5,3,11,3,1
Morocco,18/11/2025,Uganda,89,W,11,3,4,2,1,0
Morocco,14/11/2025,Mozambique,97,W,18,5,1,3,0,0
Morocco,14/10/2025,Congo,114,W,18,5,1,1,0,0
Morocco,09/10/2025,Bahrain,82,W,29,2,1,2,0,0
Morocco,08/09/2025,Zambia,85,W,19,9,2,5,0,0
Netherlands,17/11/2025,Lithuania,148,W,20,8,4,9,1,0
Netherlands,14/11/2025,Poland,35,D,8,3,1,12,5,1
Netherlands,12/10/2025,Finland,73,W,17,6,4,7,3,0
Netherlands,09/10/2025,Malta,161,W,22,8,4,7,0,0
Netherlands,07/09/2025,Lithuania,148,W,14,7,3,4,3,2
Netherlands,04/09/2025,Poland,35,D,14,5,1,6,2,1
Netherlands,10/06/2025,Malta,161,W,27,9,8,5,2,0
Netherlands,07/06/2025,Finland,73,W,17,6,2,5,2,0
Netherlands,23/03/2025,Spain,2,D,16,9,3,19,9,3
Netherlands,20/03/2025,Spain,2,D,10,4,2,15,6,2
Netherlands,19/11/2024,Bosnia & Herzegovina,65,D,12,2,1,8,3,1
Netherlands,16/11/2024,Hungary,42,W,22,11,4,12,2,0
Netherlands,14/10/2024,Germany,10,L,3,1,0,13,5,1
Netherlands,11/10/2024,Hungary,42,D,16,4,1,5,1,1
Netherlands,10/09/2024,Germany,10,D,11,4,2,21,5,2
Netherlands,07/09/2024,Bosnia & Herzegovina,65,W,28,9,5,4,3,2
Netherlands,10/07/2024,England,4,L,7,2,1,9,5,2
Netherlands,06/07/2024,Turkey,22,W,11,4,2,15,4,1
Netherlands,02/07/2024,Romania,56,W,23,6,3,5,1,0
Netherlands,25/06/2024,Austria,24,L,11,2,2,9,5,3
New Zealand,30/03/2026,Chile,55,W,12,7,4,5,4,1
New Zealand,27/03/2026,Finland,75,L,11,2,0,10,3,2
New Zealand,18/11/2025,Ecuador,23,L,10,2,0,24,8,2
New Zealand,15/11/2025,Colombia,13,L,10,3,1,22,8,2
New Zealand,14/10/2025,Norway,33,D,9,5,1,23,6,1
New Zealand,09/10/2025,Poland,30,L,11,2,0,15,3,1
New Zealand,09/09/2025,Australia,27,L,8,4,1,13,6,3
New Zealand,05/09/2025,Australia,27,L,9,4,0,7,3,1
New Zealand,10/06/2025,Ukraine,32,L,4,3,1,17,11,2
New Zealand,07/06/2025,Cote d'Ivoire,45,W,2,1,1,13,4,0
New Zealand,10/09/2024,USA,16,D,9,4,1,18,6,1
New Zealand,07/09/2024,Mexico,14,L,3,2,0,13,9,3
Norway,31/03/2026,Switzerland,19,D,5,1,0,10,1,0
Norway,27/03/2026,Netherlands,7,L,5,2,1,14,5,2
Norway,16/11/2025,Italy,12,W,13,5,4,15,4,1
Norway,13/11/2025,Estonia,129,W,18,7,4,6,3,1
Norway,14/10/2025,New Zealand,85,D,23,6,1,9,5,1
Norway,11/10/2025,Israel,77,W,16,5,5,4,1,0
Norway,09/09/2025,Moldova,159,W,34,18,11,2,0,1
Norway,04/09/2025,Finland,73,W,14,2,1,3,1,0
Norway,09/06/2025,Estonia,129,W,18,3,1,6,0,0
Norway,06/06/2025,Italy,12,W,9,5,3,8,3,0
Norway,25/03/2025,Israel,77,W,11,6,4,14,5,2
Norway,22/03/2025,Moldova,159,W,24,8,5,10,4,0
Norway,17/11/2024,Kazakhstan,110,W,24,9,5,8,0,0
Norway,14/11/2024,Slovenia,58,W,14,7,4,8,3,1
Norway,13/10/2024,Austria,24,L,8,1,1,16,10,5
Norway,10/10/2024,Slovenia,58,W,25,14,3,11,2,0
Norway,09/09/2024,Austria,24,W,6,2,2,9,4,1
Norway,06/09/2024,Kazakhstan,110,D,19,2,0,4,0,0
Norway,08/06/2024,Denmark,20,L,7,3,1,11,6,3
Norway,05/06/2024,Kosovo,78,W,13,4,3,9,0,0
Panama,18/11/2025,El Salvador,100,W,21,10,3,7,2,0
Panama,13/11/2025,Guatemala,96,W,9,5,3,24,8,2
Panama,14/10/2025,Suriname,125,D,28,8,1,8,4,1
Panama,10/10/2025,El Salvador,100,W,7,2,1,10,1,0
Panama,08/09/2025,Guatemala,96,D,18,6,1,7,1,1
Panama,04/09/2025,Suriname,125,D,15,4,0,9,3,0
Panama,28/06/2025,Honduras,66,L,14,6,1,10,2,1
Panama,24/06/2025,Jamaica,71,W,8,4,4,15,5,1
Panama,20/06/2025,Guatemala,96,W,21,8,1,3,1,0
Panama,23/03/2025,Mexico,15,L,8,4,1,15,5,2
Panama,20/03/2025,USA,16,W,3,1,1,12,5,0
Panama,18/11/2024,Costa Rica,51,D,15,9,2,7,4,2
Panama,14/11/2024,Costa Rica,51,W,10,6,1,8,5,0
Panama,15/10/2024,Canada,30,L,4,2,1,13,11,2
Panama,12/10/2024,USA,16,L,13,3,0,11,4,2
Portugal,31/03/2026,United States,16,W,11,5,2,12,3,0
Portugal,28/03/2026,Mexico,15,D,10,2,0,7,1,0
Portugal,16/11/2025,Armenia,106,W,34,15,9,4,2,1
Portugal,13/11/2025,Republic of Ireland,59,L,27,5,0,14,3,2
Portugal,14/10/2025,Hungary,42,D,20,8,2,17,7,2
Portugal,11/10/2025,Republic of Ireland,59,W,30,6,1,2,0,0
Portugal,09/09/2025,Hungary,42,W,15,7,3,5,2,2
Portugal,06/09/2025,Armenia,106,W,24,9,5,7,3,0
Portugal,08/06/2025,Spain,2,D,7,2,2,16,6,2
Portugal,04/06/2025,Germany,10,W,17,6,2,9,5,1
Portugal,23/03/2025,Denmark,20,W,18,11,5,14,4,2
Portugal,20/03/2025,Denmark,20,L,8,2,0,23,9,1
Portugal,18/11/2024,Croatia,11,D,12,5,1,15,8,1
Portugal,15/11/2024,Poland,35,W,19,6,5,12,5,1
Portugal,15/10/2024,Scotland,43,D,14,3,0,4,2,0
Portugal,12/10/2024,Poland,35,W,18,6,3,12,4,1
Portugal,08/09/2024,Scotland,43,W,26,7,2,5,2,1
Portugal,05/09/2024,Croatia,11,W,15,6,2,13,4,1
Portugal,05/07/2024,France,1,D,15,4,0,20,5,0
Portugal,01/07/2024,Slovenia,58,D,20,6,0,10,2,0
Qatar,07/12/2025,Tunisia,44,L,12,4,0,13,7,3
Qatar,04/12/2025,Syria,84,D,17,5,1,6,2,1
Qatar,01/12/2025,Palestine,95,L,7,1,0,3,1,1
Qatar,14/10/2025,United Arab Emirates,68,W,7,4,2,15,9,1
Qatar,08/10/2025,Oman,79,D,13,2,0,6,1,0
Qatar,03/09/2025,Bahrain,91,D,10,4,2,12,6,2
Qatar,10/06/2025,Uzbekistan,50,L,1,0,0,18,8,3
Qatar,05/06/2025,Iran,21,W,6,3,1,6,3,0
Qatar,25/03/2025,Kyrgyzstan,107,L,9,4,1,14,5,3
Qatar,20/03/2025,North Korea,118,W,12,9,5,12,6,1
Qatar,27/12/2024,Kuwait,134,D,18,5,1,9,5,1
Qatar,24/12/2024,Oman,79,L,10,2,1,9,2,2
Qatar,21/12/2024,United Arab Emirates,68,D,3,2,1,13,4,1
Qatar,19/11/2024,United Arab Emirates,68,L,10,0,0,10,7,5
Qatar,14/11/2024,Uzbekistan,50,W,11,8,3,21,9,2
Qatar,15/10/2024,Iran,21,L,11,1,1,18,8,4
Qatar,10/10/2024,Kyrgyzstan,107,W,32,8,3,8,3,1
Qatar,10/09/2024,North Korea,118,D,19,6,2,11,5,2
Qatar,05/09/2024,United Arab Emirates,68,L,8,1,1,9,4,3
Qatar,11/06/2024,India,136,W,18,8,2,9,2,1
Saudi Arabia,31/03/2026,Serbia,39,L,3,1,1,23,10,2
Saudi Arabia,27/03/2026,Egypt,29,L,7,0,0,13,8,4
Saudi Arabia,15/12/2025,Jordan,64,L,8,1,0,6,5,1
Saudi Arabia,11/12/2025,Palestine,94,W,14,3,2,8,2,1
Saudi Arabia,08/12/2025,Morocco,8,L,3,2,0,9,0,1
Saudi Arabia,05/12/2025,Comoros,107,W,18,5,3,6,2,1
Saudi Arabia,02/12/2025,Oman,79,W,14,5,2,6,3,1
Saudi Arabia,18/11/2025,Algeria,28,L,6,2,0,10,4,2
Saudi Arabia,14/10/2025,Iraq,59,D,15,4,0,4,1,0
Saudi Arabia,08/10/2025,Indonesia,121,W,17,10,3,10,5,2
Saudi Arabia,08/09/2025,Czechia,43,D,9,5,1,6,1,1
Saudi Arabia,04/09/2025,North Macedonia,67,W,11,7,2,5,2,1
Saudi Arabia,28/06/2025,Mexico,15,L,1,0,0,14,5,2
Saudi Arabia,22/06/2025,Trinidad and Tobago,102,D,14,4,1,6,3,1
Saudi Arabia,19/06/2025,USA,16,L,3,1,0,6,3,1
Saudi Arabia,15/06/2025,Haiti,83,W,7,4,1,13,5,0
Saudi Arabia,10/06/2025,Australia,27,L,14,6,1,4,3,2
Saudi Arabia,05/06/2025,Bahrain,90,W,10,3,2,17,2,0
Senegal,18/01/2026,Morocco,8,W,13,7,1,20,4,0
Senegal,14/01/2026,Egypt,31,W,12,4,1,3,1,0
Senegal,09/01/2026,Mali,54,W,19,8,1,8,2,0
Senegal,03/01/2026,Sudan,117,W,14,9,3,9,3,1
Senegal,30/12/2025,Benin,92,W,10,6,3,7,4,0
Senegal,27/12/2025,DR Congo,48,D,11,3,1,7,3,1
Senegal,23/12/2025,Botswana,138,W,28,17,3,4,0,0
Senegal,15/11/2025,Brazil,6,L,11,1,0,14,6,2
Senegal,14/10/2025,Mauritania,110,W,14,12,4,8,4,0
Senegal,10/10/2025,South Sudan,171,W,5,5,5,0,0,0
Senegal,09/09/2025,DR Congo,48,W,11,6,3,7,4,2
Senegal,05/09/2025,Sudan,117,W,9,5,2,6,1,0
Senegal,29/08/2025,Sudan,117,D,15,6,1,10,3,1
Senegal,26/08/2025,Morocco,8,D,12,4,1,12,4,1
Senegal,23/08/2025,Uganda,82,W,7,3,1,16,5,0
Senegal,19/08/2025,Sudan,117,D,8,1,0,5,1,0
Senegal,12/08/2025,Congo,129,D,11,4,1,8,3,1
Senegal,05/08/2025,Nigeria,26,W,8,2,1,6,1,0
South Africa,31/03/2026,Panama,33,L,7,2,1,11,5,2
South Africa,27/03/2026,Panama,33,D,12,5,1,3,2,1
South Africa,04/01/2026,Cameroon,45,L,18,4,1,10,4,2
South Africa,29/12/2025,Zimbabwe,130,W,16,9,3,10,3,2
South Africa,26/12/2025,Egypt,29,L,18,6,0,6,3,1
South Africa,22/12/2025,Angola,89,W,10,4,2,10,4,1
South Africa,15/11/2025,Zambia,92,W,14,6,3,5,1,1
South Africa,14/10/2025,Rwanda,128,W,12,6,3,2,0,0
South Africa,10/10/2025,Zimbabwe,130,D,10,2,0,3,2,0
South Africa,09/09/2025,Nigeria,26,D,8,4,1,4,2,1
South Africa,05/09/2025,Lesotho,145,W,10,10,3,8,2,0
South Africa,18/08/2025,Uganda,88,D,11,5,3,12,4,3
South Africa,15/08/2025,Niger,114,D,9,5,0,11,2,0
South Africa,11/08/2025,Guinea,80,W,6,2,2,21,2,1
South Africa,08/08/2025,Algeria,28,D,7,2,1,14,4,1
South Africa,25/03/2025,Benin,90,W,7,5,2,4,1,0
South Korea,31/03/2026,Austria,24,L,11,2,0,5,1,1
South Korea,28/03/2026,Cote d'Ivoire,34,L,12,2,0,13,8,4
South Korea,18/11/2025,Ghana,74,W,7,4,1,12,1,0
South Korea,14/11/2025,Bolivia,76,W,12,5,2,6,4,0
South Korea,14/10/2025,Paraguay,40,W,8,3,2,10,1,0
South Korea,10/10/2025,Brazil,6,L,4,1,0,14,7,5
South Korea,09/09/2025,Mexico,15,D,8,3,2,17,6,2
South Korea,06/09/2025,United States,16,W,5,4,2,17,5,0
South Korea,15/07/2025,Japan,18,L,9,1,0,4,1,1
South Korea,11/07/2025,Hong Kong,155,W,20,6,2,3,0,0
South Korea,07/07/2025,China,94,W,15,7,3,5,0,0
South Korea,10/06/2025,Kuwait,134,W,25,8,4,6,0,0
South Korea,05/06/2025,Iraq,57,W,13,7,2,5,2,0
South Korea,25/03/2025,Jordan,63,D,12,3,1,11,3,1
South Korea,20/03/2025,Oman,79,D,10,3,1,5,2,1
South Korea,19/11/2024,Palestine,95,D,17,5,1,6,2,1
South Korea,14/11/2024,Kuwait,134,W,14,5,3,4,1,1
South Korea,15/10/2024,Iraq,57,W,7,3,3,8,2,2
South Korea,10/10/2024,Jordan,63,W,13,5,2,13,2,0
South Korea,10/09/2024,Oman,79,W,16,8,3,8,1,1
Spain,31-Mar-26,Egypt,34,D,22,7,0,4,1,0
Spain,27-Mar-26,Serbia,33,W,14,8,3,2,2,0
Spain,18-Nov-25,Türkiye,26,D,21,9,2,13,7,2
Spain,15-Nov-25,Georgia,74,W,14,7,4,6,2,0
Spain,14-Oct-25,Bulgaria,72,W,33,11,4,3,0,0
Spain,11-Oct-25,Georgia,74,W,21,12,2,5,1,0
Spain,07-Sep-25,Türkiye,26,W,21,12,6,11,2,0
Spain,04-Sep-25,Bulgaria,72,W,24,12,3,3,0,0
Spain,08-Jun-25,Portugal,6,D,16,6,2,7,2,2
Spain,05-Jun-25,France,2,W,16,9,5,24,8,4
Spain,23-Mar-25,Netherlands,7,D,17,8,3,17,11,3
Spain,20-Mar-25,Netherlands,7,D,15,6,2,10,4,2
Spain,18-Nov-24,Switzerland,19,W,21,10,3,11,4,2
Spain,15-Nov-24,Denmark,22,W,11,4,2,10,3,1
Spain,15-Oct-24,Serbia,33,W,25,10,3,3,1,0
Spain,12-Oct-24,Denmark,22,W,25,6,1,3,1,0
Spain,08-Sep-24,Switzerland,19,W,10,8,4,18,3,1
Spain,05-Sep-24,Serbia,33,D,22,6,0,9,2,0
Spain,14-Jul-24,England,5,W,15,7,2,9,3,1
Spain,09-Jul-24,France,2,W,6,2,2,9,3,1
Sweden,31/03/2026,Poland,35,W,15,7,3,9,5,2
Sweden,26/03/2026,Ukraine,32,W,10,4,3,10,4,1
Sweden,18/11/2025,Slovenia,51,D,11,2,1,17,3,1
Sweden,15/11/2025,Switzerland,17,L,6,3,1,9,7,4
Sweden,13/10/2025,Kosovo,84,L,13,4,0,7,3,1
Sweden,10/10/2025,Switzerland,17,L,7,0,0,17,8,2
Sweden,08/09/2025,Kosovo,84,L,14,5,0,11,5,2
Sweden,05/09/2025,Slovenia,51,D,14,2,2,9,4,2
Sweden,10/06/2025,Algeria,36,W,12,9,4,17,6,3
Sweden,06/06/2025,Hungary,39,W,13,6,2,15,5,0
Sweden,25/03/2025,Northern Ireland,70,W,16,6,5,14,5,1
Sweden,19/11/2024,Azerbaijan,117,W,34,14,6,4,3,0
Sweden,16/11/2024,Slovakia,45,W,16,8,2,6,2,1
Sweden,14/10/2024,Estonia,123,W,19,10,3,4,0,0
Sweden,08/09/2024,Estonia,123,W,34,11,3,5,2,0
Sweden,05/09/2024,Azerbaijan,117,W,30,11,3,14,9,1
Sweden,08/06/2024,Serbia,32,L,20,9,0,8,4,3
Sweden,05/06/2024,Denmark,21,L,10,2,1,20,9,2
Switzerland,18/11/2025,Kosovo,97,D,6,3,1,11,4,1
Switzerland,15/11/2025,Sweden,38,W,9,7,4,6,3,1
Switzerland,13/10/2025,Slovenia,58,D,11,3,0,4,0,0
Switzerland,10/10/2025,Sweden,38,W,13,6,2,7,1,0
Switzerland,08/09/2025,Slovenia,58,W,12,6,3,6,1,0
Switzerland,05/09/2025,Kosovo,97,W,10,5,4,7,1,0
Switzerland,10/06/2025,USA,16,W,11,6,4,6,0,0
Switzerland,07/06/2025,Mexico,15,W,15,6,4,10,5,2
Switzerland,18/11/2024,Spain,2,L,11,4,2,21,10,3
Switzerland,15/11/2024,Serbia,39,D,19,7,1,7,2,1
Switzerland,15/10/2024,Denmark,20,D,14,3,2,8,5,2
Switzerland,12/10/2024,Serbia,39,L,11,4,0,7,4,2
Switzerland,08/09/2024,Spain,2,L,20,3,1,9,8,4
Switzerland,05/09/2024,Denmark,20,L,5,1,0,17,8,2
Switzerland,06/07/2024,England,4,D,11,3,1,13,3,1
Switzerland,29/06/2024,Italy,9,W,16,4,2,11,1,0
Switzerland,23/06/2024,Germany,7,D,4,3,1,18,3,1
Switzerland,19/06/2024,Scotland,43,D,11,4,1,12,3,1
Switzerland,15/06/2024,Hungary,42,W,15,7,3,6,2,1
Switzerland,08/06/2024,Austria,24,D,4,2,1,11,3,1
Tunisia,31/03/2026,Canada,30,D,4,2,0,14,6,0
Tunisia,28/03/2026,Haiti,83,W,11,5,1,13,2,0
Tunisia,03/01/2026,Mali,52,L,13,4,1,8,1,1
Tunisia,30/12/2025,Tanzania,113,D,6,2,1,6,2,1
Tunisia,27/12/2025,Nigeria,26,L,8,2,2,15,5,3
Tunisia,23/12/2025,Uganda,88,W,15,6,3,9,1,1
Tunisia,07/12/2025,Qatar,55,W,13,7,3,12,4,0
Tunisia,04/12/2025,Palestine,95,D,11,7,2,13,3,2
Tunisia,01/12/2025,Syria,84,L,16,4,0,4,3,1
Tunisia,18/11/2025,Brazil,6,D,7,2,1,21,3,1
Tunisia,12/11/2025,Mauritania,115,D,14,3,1,4,1,1
Tunisia,13/10/2025,Namibia,120,W,10,4,3,12,5,0
Tunisia,10/10/2025,Sao Tome and Principe,196,W,16,12,6,6,4,0
Tunisia,08/09/2025,Equatorial Guinea,105,W,3,2,1,9,4,0
Tunisia,04/09/2025,Liberia,140,W,12,8,3,4,3,0
Tunisia,24/03/2025,Malawi,127,W,22,10,2,8,4,0
Tunisia,19/03/2025,Liberia,140,W,1,1,1,0,0,0
Tunisia,09/06/2024,Namibia,120,D,4,0,0,5,2,0
Tunisia,05/06/2024,Equatorial Guinea,105,W,9,3,1,7,1,0
Turkey,31/03/2026,Kosovo,78,W,12,3,1,11,2,0
Turkey,26/03/2026,Romania,56,W,16,2,1,6,0,0
Turkey,18/11/2025,Spain,2,D,13,7,2,21,9,2
Turkey,15/11/2025,Bulgaria,86,W,19,6,2,9,2,0
Turkey,14/10/2025,Georgia,72,W,10,6,4,12,3,1
Turkey,11/10/2025,Bulgaria,86,W,18,8,6,4,2,1
Turkey,07/09/2025,Spain,2,L,11,2,0,21,12,6
Turkey,04/09/2025,Georgia,72,W,6,3,3,15,4,2
Turkey,11/06/2025,Mexico,15,L,17,1,0,6,3,1
Turkey,07/06/2025,United States,16,W,11,5,2,13,3,1
Turkey,23/03/2025,Hungary,42,W,9,4,3,10,2,0
Turkey,20/03/2025,Hungary,42,W,10,3,3,15,6,1
Turkey,19/11/2024,Montenegro,81,L,21,6,1,10,6,3
Turkey,16/11/2024,Wales,37,D,25,3,0,4,1,0
Turkey,14/10/2024,Iceland,75,W,24,12,4,12,7,2
Turkey,11/10/2024,Montenegro,81,W,29,9,1,10,3,0
Turkey,09/09/2024,Iceland,75,W,21,7,3,6,1,1
Turkey,06/09/2024,Wales,37,D,5,1,0,15,1,0
Turkey,06/07/2024,Netherlands,7,L,15,4,1,11,4,2
Turkey,02/07/2024,Austria,24,W,6,3,2,21,5,1
Usa,31/03/2026,Portugal,5,L,12,3,0,11,5,2
Usa,28/03/2026,Belgium,9,L,5,3,2,21,10,5
Usa,18/11/2025,Uruguay,15,W,10,7,5,9,2,1
Usa,15/11/2025,Paraguay,39,W,8,4,2,8,3,1
Usa,14/10/2025,Australia,24,W,10,5,2,8,3,1
Usa,10/10/2025,Ecuador,23,D,8,4,1,8,1,1
Usa,09/09/2025,Japan,18,W,19,11,2,11,6,0
